participant_id,random_id,trial_index,trial_number,time_elapsed,rt,stimulus,object_id,angle,same_different,response,task,correct_response,correct,is_right,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,response_10,response_11,response_12,response_13,response_14,response_15,response_16,age,gender,education,handedness,vision,technical_difficulties,knowledge_check
penguin,pe4d1dwqoxs,220,72,342110,3414,stimuli/26_50_R.jpg,26,50,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,223,73,347011,3377,stimuli/26_100_R.jpg,26,100,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,226,74,349370,836,stimuli/19_0_R.jpg,19,0,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,229,75,351741,862,stimuli/42_0.jpg,42,0,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,232,76,355244,1975,stimuli/10_50.jpg,10,50,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,235,77,358610,1841,stimuli/8_100.jpg,8,100,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,238,78,361772,1638,stimuli/38_150_R.jpg,38,150,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,241,79,367482,4183,stimuli/46_150.jpg,46,150,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,244,80,375527,6518,stimuli/43_150.jpg,43,150,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,247,81,378086,1029,stimuli/5_0.jpg,5,0,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,250,82,389943,10327,stimuli/24_150.jpg,24,150,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,253,83,394661,3193,stimuli/44_100_R.jpg,44,100,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,256,84,397794,1618,stimuli/27_50.jpg,27,50,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,259,85,401239,1937,stimuli/26_50.jpg,26,50,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,262,86,403522,763,stimuli/23_0.jpg,23,0,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,265,87,406893,1850,stimuli/20_100_R.jpg,20,100,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,268,88,410881,2477,stimuli/22_100.jpg,22,100,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,271,89,413805,1393,stimuli/44_0_R.jpg,44,0,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,274,90,417211,1881,stimuli/44_50_R.jpg,44,50,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,277,91,421950,3212,stimuli/22_100_R.jpg,22,100,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,280,92,425493,2021,stimuli/44_100.jpg,44,100,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,283,93,428607,1591,stimuli/8_50.jpg,8,50,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,286,94,431167,1031,stimuli/22_150_R.jpg,22,150,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,289,95,437303,4602,stimuli/48_0_R.jpg,48,0,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
penguin,pe4d1dwqoxs,292,96,439679,868,stimuli/46_0_R.jpg,46,0,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Perfectly clear and lively as real seeing,Dim and vague; flat,Moderately clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,19,male,some-college,right,normal,,"Spatial cognition, some sort of 3d testing"
otter,pelerdu4wf2,6,1,42646,3212,stimuli/42_150.jpg,42,150,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,9,2,46409,2244,stimuli/26_150.jpg,26,150,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,12,3,50651,2724,stimuli/24_0.jpg,24,0,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,15,4,53177,1009,stimuli/10_150.jpg,10,150,same,j,response,f,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,18,5,56017,1325,stimuli/2_150_R.jpg,2,150,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,21,6,59714,2179,stimuli/1_0.jpg,1,0,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,24,7,62319,1088,stimuli/3_0_R.jpg,3,0,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,27,8,65114,1278,stimuli/16_150_R.jpg,16,150,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,30,9,68134,1503,stimuli/30_50.jpg,30,50,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,33,10,70996,1345,stimuli/9_0_R.jpg,9,0,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,36,11,75442,2921,stimuli/17_100.jpg,17,100,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,39,12,78150,1189,stimuli/33_100.jpg,33,100,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,42,13,80393,725,stimuli/40_150.jpg,40,150,same,j,response,f,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,45,14,82817,906,stimuli/29_50.jpg,29,50,same,j,response,f,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,48,15,84992,657,stimuli/29_0.jpg,29,0,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,51,16,87293,785,stimuli/9_100.jpg,9,100,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,54,17,89930,1120,stimuli/40_100.jpg,40,100,same,j,response,f,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,57,18,92652,1204,stimuli/35_50.jpg,35,50,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,60,19,95137,968,stimuli/4_100.jpg,4,100,same,j,response,f,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,63,20,97299,646,stimuli/7_50.jpg,7,50,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,66,21,100065,1250,stimuli/7_150.jpg,7,150,same,j,response,f,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,69,22,102052,471,stimuli/2_150.jpg,2,150,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,72,23,103840,270,stimuli/12_0_R.jpg,12,0,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,75,24,107350,1994,stimuli/48_50_R.jpg,48,50,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,78,25,112468,3595,stimuli/25_150_R.jpg,25,150,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,81,26,115414,1426,stimuli/23_0_R.jpg,23,0,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,84,27,117667,737,stimuli/17_50_R.jpg,17,50,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,87,28,120316,1134,stimuli/3_150_R.jpg,3,150,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,90,29,122556,724,stimuli/36_50_R.jpg,36,50,different,j,response,j,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,93,30,126603,2531,stimuli/20_150.jpg,20,150,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,96,31,129598,1478,stimuli/3_150.jpg,3,150,same,j,response,f,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,99,32,132235,1119,stimuli/21_150.jpg,21,150,same,f,response,f,TRUE,1,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,102,33,134629,878,stimuli/25_0_R.jpg,25,0,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,105,34,137002,856,stimuli/15_100_R.jpg,15,100,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,108,35,139547,1028,stimuli/42_100_R.jpg,42,100,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
otter,pelerdu4wf2,111,36,142090,1027,stimuli/32_150_R.jpg,32,150,different,f,response,j,FALSE,0,Clear and lively,Clear and lively,Dim and vague; flat,Moderately clear and lively,Moderately clear and lively,Clear and lively,Dim and vague; flat,Clear and lively,Clear and lively,Moderately clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,Clear and lively,20,male,high-school,right,normal,No,If we were able to differentiate 3d shapes if they were the same or not
